Date,Open,High,Low,Close,Adj Close,Volume
2014-04-28,53.939999,54.759998,53.220001,54.610001,44.543297,10623200
2014-05-05,54.209999,55.209999,53.730000,54.119999,44.143616,8944900
2014-05-12,56.119999,56.910000,54.849998,55.180000,45.008224,12647800
2014-05-19,54.369999,54.950001,53.119999,54.619999,44.551449,11060200
2014-05-26,54.490002,54.680000,51.169998,51.380001,41.908707,11781900
2014-06-02,52.070000,53.560001,51.799999,53.470001,43.613438,14889100
2014-06-09,53.410000,53.619999,51.169998,51.599998,42.088150,14666700
2014-06-16,51.540001,53.290001,51.250000,52.619999,42.920124,8392200
2014-06-23,53.320000,53.820000,52.139999,53.430000,43.580814,10183700
2014-06-30,53.310001,56.840000,53.049999,56.669998,46.223553,7754700
2014-07-07,55.970001,56.619999,54.560001,55.160000,44.991905,7932500
2014-07-14,55.480000,57.500000,55.430000,56.509998,46.093048,9925800
2014-07-21,56.439999,58.680000,56.160000,58.240002,47.504147,10258700
2014-07-28,58.560001,59.330002,56.310001,56.639999,46.199089,10578500
2014-08-04,56.910000,58.650002,56.220001,57.480000,46.884243,11420300
2014-08-11,58.520000,59.320000,56.400002,57.330002,46.761894,15573800
2014-08-18,57.369999,57.830002,55.990002,56.299999,46.657341,9392400
2014-08-25,56.680000,56.889999,53.310001,53.740002,44.535801,12339100
2014-09-01,54.000000,54.189999,52.430000,52.959999,43.889389,9540600
2014-09-08,52.439999,52.660000,51.619999,52.279999,43.325855,15562300
2014-09-15,52.740002,54.029999,51.570000,51.680000,42.828621,14739000
2014-09-22,50.520000,52.110001,49.970001,50.470001,41.825855,15042800
2014-09-29,49.310001,49.750000,46.830002,47.169998,39.091057,15880800
2014-10-06,48.279999,56.820000,47.500000,47.750000,39.571720,48319400
2014-10-13,49.490002,51.619999,48.660000,49.930000,41.378345,24780700
2014-10-20,50.119999,51.169998,48.450001,49.040001,40.640781,10795500
2014-10-27,48.040001,49.360001,46.820000,47.970001,39.754044,12536600
2014-11-03,48.009998,48.680000,46.950001,48.369999,40.085533,11591600
2014-11-10,48.500000,48.549999,47.049999,48.070000,39.836914,10337100
2014-11-17,48.180000,48.400002,44.500000,47.509998,39.372826,15072600
2014-11-24,47.400002,47.619999,46.380001,46.599998,38.618687,9525600
2014-12-01,46.770000,47.630001,44.939999,45.290001,37.533051,14459900
2014-12-08,45.310001,45.689999,41.770000,41.779999,34.624222,12517600
2014-12-15,41.480000,45.630001,40.700001,45.380001,37.607639,20500400
2014-12-22,45.130001,46.090000,44.369999,45.840000,37.988846,6931800
2014-12-29,45.959999,46.889999,45.410000,45.720001,37.889408,9804500
2015-01-05,44.259998,46.080002,43.840000,45.529999,37.731945,15011100
2015-01-12,44.330002,44.720001,42.070000,44.200001,36.629738,16514200
2015-01-19,43.860001,45.250000,43.020000,43.080002,35.701569,9325600
2015-01-26,43.029999,44.700001,42.830002,44.130001,36.571728,12088100
2015-02-02,44.349998,47.570000,44.259998,46.240002,38.320351,19868700
2015-02-09,46.639999,49.410000,44.849998,49.369999,40.914261,17257900
2015-02-16,49.130001,50.070000,48.730000,49.939999,41.386635,11095300
2015-02-23,49.000000,49.720001,48.400002,49.330002,40.881115,11748200
2015-03-02,48.660000,48.840000,43.939999,44.230000,36.654598,15785000
2015-03-09,44.040001,44.220001,41.369999,41.900002,35.577221,10974900
2015-03-16,42.080002,43.840000,41.500000,43.580002,37.003712,13078500
2015-03-23,44.160000,44.369999,41.560001,41.880001,35.560246,11969500
2015-03-30,42.080002,42.750000,40.750000,41.200001,34.982861,12005600
2015-04-06,41.490002,43.669998,41.369999,41.450001,35.195133,13577000
2015-04-13,41.520000,43.369999,40.799999,42.020000,35.679119,19099400
2015-04-20,42.450001,46.180000,41.459999,45.720001,38.820786,18954200
2015-04-27,45.540001,46.349998,43.950001,45.869999,38.948151,15007100
2015-05-04,45.980000,46.450001,44.930000,46.110001,39.151932,10324900
2015-05-11,47.029999,47.369999,45.950001,46.130001,39.168915,11260900
2015-05-18,45.919998,46.160000,43.910000,44.880001,38.107540,10601600
2015-05-25,44.750000,44.790001,43.500000,43.770000,37.165039,7053100
2015-06-01,43.770000,45.000000,42.919998,43.630001,37.046162,9702500
2015-06-08,43.459999,44.439999,42.389999,44.040001,37.394295,10959300
2015-06-15,43.610001,43.869999,42.660000,43.160000,36.647091,7746800
2015-06-22,43.750000,44.189999,42.599998,42.840000,36.375381,6891100
2015-06-29,42.360001,42.610001,40.619999,41.040001,34.847004,11213400
2015-07-06,39.959999,40.490002,37.959999,39.139999,33.233707,17359200
2015-07-13,39.869999,41.200001,39.500000,40.349998,34.261120,16914600
2015-07-20,40.279999,40.610001,37.090000,37.389999,31.747789,17154800
2015-07-27,37.340000,39.040001,36.799999,38.619999,32.792175,13304700
2015-08-03,37.869999,40.470001,37.580002,39.799999,33.794113,14160700
2015-08-10,40.110001,41.689999,38.180000,38.590000,32.766712,12558700
2015-08-17,38.220001,38.330002,35.980000,35.990002,31.380878,11873600
2015-08-24,33.590000,36.950001,33.250000,36.599998,31.912756,19328200
2015-08-31,36.139999,36.939999,33.830002,34.230000,29.846277,14596700
2015-09-07,35.299999,37.310001,35.180000,37.209999,32.444637,14846000
2015-09-14,36.849998,37.470001,35.270000,35.520000,30.971066,22407900
2015-09-21,35.380001,35.580002,33.279999,33.599998,29.296955,19230600
2015-09-28,32.380001,34.830002,31.969999,34.779999,30.325834,19220500
2015-10-05,35.119999,40.049999,35.080002,39.740002,34.650627,25227300
2015-10-12,39.360001,39.369999,37.959999,38.360001,33.447357,15904800
2015-10-19,38.029999,38.660000,37.049999,38.290001,33.386322,11133000
2015-10-26,38.509998,38.540001,35.570000,36.509998,31.834284,15025100
2015-11-02,35.830002,37.250000,34.169998,34.720001,30.273520,15601300
2015-11-09,35.009998,35.669998,33.830002,34.240002,29.854996,13363900
2015-11-16,34.080002,35.480000,33.279999,34.680000,30.238647,11520600
2015-11-23,34.450001,34.750000,32.830002,33.110001,28.869711,9906800
2015-11-30,33.049999,33.470001,31.230000,31.750000,27.683880,16019400
2015-12-07,31.270000,31.280001,28.240000,28.530001,24.876257,25798000
2015-12-14,28.480000,29.049999,27.320000,27.379999,23.873533,23168400
2015-12-21,28.230000,30.070000,27.450001,29.719999,25.913855,14613400
2015-12-28,29.400000,29.549999,28.870001,29.120001,25.390696,8598800
2016-01-04,28.240000,28.920000,25.000000,25.070000,21.859367,25279000
2016-01-11,25.540001,25.559999,23.230000,23.620001,20.595064,35386800
2016-01-18,23.870001,24.650000,21.889999,23.770000,20.725853,25476000
2016-01-25,23.170000,25.200001,22.709999,24.650000,21.493155,25003400
2016-02-01,24.090000,27.580000,22.879999,26.209999,22.853369,28586900
2016-02-08,25.980000,26.730000,24.290001,26.520000,23.123671,30878800
2016-02-15,26.280001,27.990000,25.860001,27.370001,23.864813,20539700
2016-02-22,28.430000,29.240000,25.059999,25.520000,22.251736,30918700
2016-02-29,26.230000,30.860001,26.070000,30.320000,27.484348,31846500
2016-03-07,31.160000,32.220001,27.969999,29.110001,26.387510,36118400
2016-03-14,28.780001,29.940001,27.049999,29.129999,26.405642,32072200
2016-03-21,29.049999,29.309999,26.730000,27.709999,25.118444,20236700
2016-03-28,27.930000,28.980000,26.379999,28.170000,25.535423,19227800
2016-04-04,28.610001,28.730000,26.709999,27.990000,25.372257,18494600
2016-04-11,29.030001,32.150002,28.770000,31.670000,28.708088,25167800
2016-04-18,31.559999,35.520000,31.379999,33.560001,30.421329,32414800
2016-04-25,32.570000,34.310001,32.000000,33.660000,30.511976,22730100
2016-05-02,33.980000,33.990002,30.090000,30.900000,28.010101,24168300
2016-05-09,29.070000,29.799999,28.240000,28.290001,25.644201,23913300
2016-05-16,29.129999,29.889999,27.730000,28.309999,25.662329,22682800
2016-05-23,27.990000,29.740000,27.860001,28.730000,26.043049,19209000
2016-05-30,28.480000,29.010000,27.000000,28.340000,25.689526,21843300
2016-06-06,29.230000,30.420000,27.799999,27.940001,25.326935,27156300
2016-06-13,27.780001,29.410000,26.950001,29.190001,26.460028,23074900
2016-06-20,30.049999,31.260000,28.430000,28.760000,26.070246,26914300
2016-06-27,28.010000,31.670000,27.740000,31.570000,28.617441,28627600
2016-07-04,31.049999,31.629999,29.980000,31.590000,28.635571,17336300
2016-07-11,31.889999,33.770000,31.830000,32.860001,29.786795,23231000
2016-07-18,32.730000,33.029999,30.469999,31.350000,28.418016,16197400
2016-07-25,31.379999,32.990002,30.790001,32.820000,29.750534,18193000
2016-08-01,33.240002,33.240002,31.770000,32.740002,29.678019,19824600
2016-08-08,33.150002,33.520000,30.980000,31.080000,28.173267,17848100
2016-08-15,31.320000,32.799999,31.309999,32.060001,29.461273,15010200
2016-08-22,31.340000,32.830002,31.219999,31.540001,28.983423,19370200
2016-08-29,31.400000,31.770000,30.040001,31.129999,28.606655,17571100
2016-09-05,31.270000,31.830000,30.709999,30.740000,28.248268,11311500
2016-09-12,30.059999,31.209999,29.620001,29.900000,27.476358,20847800
2016-09-19,30.950001,33.150002,30.690001,32.410000,29.782904,16598600
2016-09-26,32.410000,34.340000,31.610001,33.400002,30.692656,21013000
2016-10-03,33.410000,34.160000,32.939999,33.160000,30.472109,16396700
2016-10-10,33.419998,33.939999,31.240000,31.770000,29.194780,19295600
2016-10-17,31.670000,33.160000,31.670000,32.869999,30.205614,16741600
2016-10-24,33.279999,34.820000,32.840000,34.529999,31.731058,15965000
2016-10-31,34.740002,35.369999,33.910000,33.930000,31.179697,16774200
2016-11-07,35.110001,40.189999,34.889999,39.080002,35.912247,29455400
2016-11-14,38.900002,39.650002,36.250000,36.549999,33.587318,20252800
2016-11-21,37.220001,39.419998,37.110001,39.349998,36.160358,17346600
2016-11-28,39.000000,39.650002,37.660000,39.020000,35.857105,18430300
2016-12-05,39.320000,42.610001,38.520000,41.150002,37.814453,24170400
2016-12-12,41.570000,41.959999,38.529999,38.759998,35.618183,17456200
2016-12-19,38.139999,39.099998,37.959999,38.119999,35.030060,10181600
2016-12-26,38.230000,39.509998,38.220001,38.459999,35.342499,7415000
2017-01-02,38.840000,39.389999,38.369999,38.389999,35.278172,13026400
2017-01-09,38.360001,42.869999,38.259998,42.040001,38.632317,22679700
2017-01-16,42.709999,43.549999,42.360001,42.930000,39.450172,11887600
2017-01-23,43.570000,46.040001,43.450001,45.349998,41.674004,20380200
2017-01-30,44.590000,45.570000,42.650002,42.669998,39.211243,17422400
2017-02-06,42.459999,45.410000,42.349998,45.410000,41.729145,26172800
2017-02-13,46.080002,47.110001,45.119999,45.500000,41.811848,20618500
2017-02-20,45.990002,46.240002,41.250000,41.689999,38.310684,22768100
2017-02-27,41.700001,43.020000,41.150002,41.790001,39.478725,19254100
2017-03-06,40.830002,41.070000,39.060001,39.389999,37.211460,24897900
2017-03-13,40.790001,43.480000,39.930000,43.029999,40.650143,24907300
2017-03-20,43.070000,43.340000,40.580002,40.840000,38.581268,21106000
2017-03-27,39.919998,41.500000,39.450001,40.680000,38.430115,16649300
2017-04-03,40.799999,41.980000,40.000000,40.610001,38.363987,17028800
2017-04-10,40.889999,41.900002,38.840000,38.939999,36.786346,15587100
2017-04-17,39.200001,39.849998,38.230000,39.529999,37.343716,16600700
2017-04-24,40.080002,40.430000,39.049999,39.820000,37.617676,12317600
2017-05-01,39.959999,40.150002,37.669998,38.900002,36.748562,15149000
2017-05-08,38.349998,39.090000,38.169998,38.689999,36.550175,12400300
2017-05-15,39.310001,41.720001,39.110001,41.380001,39.091400,19824700
2017-05-22,42.209999,42.310001,40.950001,40.980000,38.713520,14369600
2017-05-29,41.279999,41.459999,40.240002,40.799999,38.543480,8322600
2017-06-05,40.619999,42.200001,40.320000,41.730000,39.422043,12279800
2017-06-12,41.599998,41.830002,38.889999,39.299999,37.126438,17670900
2017-06-19,39.540001,39.759998,37.660000,39.169998,37.003628,18170400
2017-06-26,39.500000,42.549999,38.950001,42.310001,39.969963,16761300
2017-07-03,43.230000,43.950001,43.080002,43.500000,41.094151,15469100
2017-07-10,42.689999,45.580002,42.650002,45.169998,42.671783,17917600
2017-07-17,45.439999,45.709999,43.849998,44.139999,41.698750,14779900
2017-07-24,44.029999,46.840000,43.119999,46.610001,44.032143,22494900
2017-07-31,47.200001,47.509998,45.340000,46.830002,44.239979,15533100
2017-08-07,47.509998,48.029999,44.240002,44.610001,42.142761,18209700
2017-08-14,44.709999,45.369999,43.880001,44.639999,43.175388,12377600
2017-08-21,45.150002,48.240002,44.959999,47.689999,46.125320,21448800
2017-08-28,47.830002,49.790001,47.500000,49.529999,47.904949,14215400
2017-09-04,49.310001,49.580002,48.009998,48.270000,46.686291,12232900
2017-09-11,48.599998,49.889999,47.480000,47.630001,46.067291,13192000
2017-09-18,47.830002,48.520000,47.279999,47.820000,46.251057,13009600
2017-09-25,47.500000,47.619999,46.240002,47.189999,45.641724,11152600
2017-10-02,47.439999,49.189999,47.410000,49.080002,47.469719,9981100
2017-10-09,49.150002,50.130001,47.549999,50.009998,48.369202,13464300
2017-10-16,50.669998,50.770000,47.639999,48.369999,46.783009,13907100
2017-10-23,47.959999,48.189999,46.700001,47.450001,45.893196,8849500
2017-10-30,47.700001,49.779999,47.160000,49.240002,47.624470,9502100
2017-11-06,50.040001,50.560001,48.570000,49.509998,47.885605,11871500
2017-11-13,48.750000,49.509998,46.720001,47.590000,46.028603,11861100
2017-11-20,47.480000,49.650002,47.240002,49.430000,47.808231,8052800
2017-11-27,49.549999,49.619999,47.630001,48.299999,46.715305,10031400
2017-12-04,48.490002,48.750000,46.770000,47.169998,45.622379,12794500
2017-12-11,47.900002,49.150002,47.360001,49.119999,47.508404,16181900
2017-12-18,49.560001,51.459999,49.259998,51.090000,49.413769,10972400
2017-12-25,51.029999,53.689999,50.400002,52.930000,51.193401,9538800
2018-01-01,53.950001,55.000000,53.820000,54.540001,52.750576,12766100
2018-01-08,55.000000,57.779999,54.939999,57.669998,55.777882,12956100
2018-01-15,56.570000,56.779999,55.669998,56.049999,54.211033,10762400
2018-01-22,56.330002,56.980000,55.130001,56.310001,54.462505,11015700
2018-01-29,57.180000,57.279999,54.119999,54.330002,52.547470,13752600
2018-02-05,54.980000,55.610001,51.779999,53.720001,51.957481,25083900
2018-02-12,54.209999,59.250000,54.150002,57.820000,55.922962,21013300
2018-02-19,56.549999,57.180000,55.959999,57.070000,55.197567,9839400
2018-02-26,57.610001,58.189999,50.770000,51.480000,49.790974,23148400
2018-03-05,51.110001,53.570000,51.049999,52.070000,52.070000,18796200
2018-03-12,52.259998,53.130001,51.910000,52.580002,52.580002,14645600
2018-03-19,52.000000,53.490002,50.459999,50.509998,50.509998,16160700
2018-03-26,51.619999,52.169998,49.689999,51.529999,51.529999,12537500
2018-04-02,51.720001,52.230000,50.049999,50.549999,50.549999,13376700
2018-04-09,50.980000,54.680000,50.410000,54.259998,54.259998,16602200
2018-04-16,54.970001,57.400002,53.869999,56.599998,56.599998,17361000
2018-04-23,55.290001,56.490002,54.669998,55.139999,55.139999,12622000
2018-04-30,55.009998,55.889999,53.880001,55.619999,55.619999,10372400
2018-05-07,55.799999,58.119999,54.689999,57.389999,57.389999,12796300
2018-05-14,57.990002,59.270000,56.810001,58.410000,58.410000,9641700
2018-05-21,58.990002,59.660000,56.540001,56.980000,56.980000,11587300
2018-05-28,56.360001,57.820000,55.580002,57.540001,57.540001,7514600
2018-06-04,57.990002,60.720001,57.549999,59.220001,59.220001,12468300
2018-06-11,59.230000,59.520000,56.080002,56.790001,56.790001,11206300
2018-06-18,56.110001,57.099998,54.270000,55.459999,55.459999,14429000
2018-06-25,54.360001,56.439999,53.619999,55.480000,55.480000,22767700
2018-06-29,56.020000,56.442299,55.384998,55.480000,55.480000,3327899
