"","날짜","철광석_가격","미국_수입량","알루미늄","전기동","연","아연","주석","니켈","BHP_close","RIO_close","VALE_close","PDS.원자재.지수","USD.CNY..미국.달러...중국.인민폐.","USD.BRL..미국.달러...브라질.레알.","AUD.USD..호주.달러...미국.달러.","inventory.index"
"174","2018-04-30","66.43","833999.8","516.8","1385","455.4","602.6","4318.4","2999.4","48.27","55.62","14.08","120.3","6.35","3.52","0.75","160.16"
"175","2018-05-07","66.95","944869.4","555.875","1711.875","588.375","814.375","5390","3431.125","50.41","57.39","14.61","121.7","6.36","3.57","0.75","158.76"
"176","2018-05-14","67.93","757913.1","567.125","1707.625","590.125","781.125","5280","3536.375","50.81","58.41","14.58","124.83","6.37","3.68","0.75","157.56"
"177","2018-05-21","64.66","570956.9","578.375","1703.375","591.875","747.875","5170","3641.625","49.02","56.98","14.03","126.18","6.38","3.65","0.76","158.89"
"178","2018-05-28","65.29","384000.6","589.625","1699.125","593.625","714.625","5060","3746.875","50.24","57.54","14.03","124.83","6.41","3.73","0.76","160.4"
"179","2018-06-04","66.3",NA,"579.125","1688.875","581.375","760.25","5254.625","3494.625","51.67","59.22","13.75","124.39","6.4","3.8","0.76","159.15"
"180","2018-06-11","67.37",NA,"566.375","1722.125","600.625","768.75","5195.375","3683.375","48.7","56.79","13.17","124.41","6.41","3.74","0.75","157.23"
"181","2018-06-18","66.13",NA,"553.625","1755.375","619.875","777.25","5136.125","3872.125","48.93","55.46","12.81","122.9","6.48","3.76","0.74","154.9"
"182","2018-06-25","65.23",NA,"540.875","1788.625","639.125","785.75","5076.875","4060.875","50.01","55.48","12.82","121.65","6.59","3.84","0.74","155.79"
"183","2018-07-02","64.05",NA,NA,NA,NA,NA,NA,NA,"49.58","54.65","13.03","123.41","6.64","3.9","0.74","153.42"
"184","2018-07-09","63.85",NA,NA,NA,NA,NA,NA,NA,"49.12","54","13.14","122.08","6.66","3.86","0.74","153.51"
"185","2018-07-16",NA,NA,NA,NA,NA,NA,NA,NA,"48.48","53.64","12.99","120.36","6.69","3.86","0.74",NA
