"","X","중국_생산량.10000톤.","X.1","중국_수입량.10000톤.","X.2","미국_수입량","LME_date...톤.","알루미늄","전기동","연","아연","주석","니켈","X.3","브라질_수출량.1000톤.","공급사_주가","BHP_close","RIO_close","VALE_close","날짜","PDS.원자재.지수","날짜.1","USD.RMB_환율","기준일","철광석_가격","날짜.2","USD.BRL..미국.달러...브라질.레알.","날짜.3","AUD.USD..호주.달러...미국.달러.","중국_재고량","inventory.index"
"249","2018-04-01","6746.8","2018-04-01","8292","2018-04-01","3,405,565","2018-04-01","2,246","6,839","2,357","3,191","21,340","13,935","2018-04-01","25293","2018-04-02","43.64","50.55","12.66","2018-04-02","115.63","2018-04-23","6.32","2018-04-13","64.69","2018-04-02","3.34","2018-04-02","0.77","2018-06-22","154.9"
"250","2018-04-01","6746.8","2018-04-01","8292","2018-04-01","3,405,565","2018-04-01","2,246","6,839","2,357","3,191","21,340","13,935","2018-04-01","25293","2018-04-09","46.8","54.26","13.12","2018-04-09","116.51","2018-04-30","6.36","2018-04-20","65.97","2018-04-09","3.41","2018-04-09","0.77","2018-06-29","155.79"
"251","2018-04-01","6746.8","2018-04-01","8292","2018-04-01","3,405,565","2018-04-01","2,246","6,839","2,357","3,191","21,340","13,935","2018-04-01","25293","2018-04-16","47.7","56.6","14","2018-04-16","119.17","2018-05-07","6.37","2018-04-27","66.5","2018-04-16","3.4","2018-04-16","0.77","",NA
"252","2018-04-01","6746.8","2018-04-01","8292","2018-04-01","3,405,565","2018-04-01","2,246","6,839","2,357","3,191","21,340","13,935","2018-04-01","25293","2018-04-23","46.53","55.14","13.95","2018-04-23","119.83","2018-05-14","6.36","2018-05-04","66.43","2018-04-23","3.47","2018-04-23","0.76","",NA
"253","2018-04-01","6746.8","2018-04-01","8292","2018-04-01","3,405,565","2018-04-01","2,246","6,839","2,357","3,191","21,340","13,935","2018-04-01","25293","2018-04-30","48.27","55.62","14.08","2018-04-30","120.3","2018-05-21","6.38","2018-05-11","66.95","2018-04-30","3.52","2018-04-30","0.75","",NA
"254","2018-05-01",NA,"2018-05-01",NA,"2018-05-01","2,657,740","2018-05-01","2,291","6,822","2,364","3,058","20,900","14,356","2018-05-01","29953","2018-05-07","50.41","57.39","14.61","2018-05-07","121.7","2018-05-28","6.41","2018-05-18","67.93","2018-05-07","3.57","2018-05-07","0.75","",NA
"255","2018-05-01",NA,"2018-05-01",NA,"2018-05-01","2,657,740","2018-05-01","2,291","6,822","2,364","3,058","20,900","14,356","2018-05-01","29953","2018-05-14","50.81","58.41","14.58","2018-05-14","124.83","2018-06-04","6.41","2018-05-25","64.66","2018-05-14","3.68","2018-05-14","0.75","",NA
"256","2018-05-01",NA,"2018-05-01",NA,"2018-05-01","2,657,740","2018-05-01","2,291","6,822","2,364","3,058","20,900","14,356","2018-05-01","29953","2018-05-21","49.02","56.98","14.03","2018-05-21","126.18","2018-06-11","6.41","2018-06-01","65.29","2018-05-21","3.65","2018-05-21","0.76","",NA
"257","2018-05-01",NA,"2018-05-01",NA,"2018-05-01","2,657,740","2018-05-01","2,291","6,822","2,364","3,058","20,900","14,356","2018-05-01","29953","2018-05-28","50.24","57.54","14.03","2018-05-28","124.83","2018-06-18","6.46","2018-06-08","66.3","2018-05-28","3.73","2018-05-28","0.76","",NA
"258","2018-06-01",NA,"2018-06-01",NA,"2018-06-01","","2018-06-01","2,240","6,955","2,441","3,092","20,663","15,111","2018-06-01",NA,"2018-06-04","51.67","59.22","13.75","2018-06-04","124.39","2018-06-25","6.56","2018-06-15","67.37","2018-06-04","3.8","2018-06-04","0.76","",NA
"259","2018-06-01",NA,"2018-06-01",NA,"2018-06-01","","2018-06-01","2,240","6,955","2,441","3,092","20,663","15,111","2018-06-01",NA,"2018-06-11","48.7","56.79","13.17","2018-06-11","124.41","2018-07-02","6.62","2018-06-22","66.13","2018-06-11","3.74","2018-06-11","0.75","",NA
"260","2018-06-01",NA,"2018-06-01",NA,"2018-06-01","","2018-06-01","2,240","6,955","2,441","3,092","20,663","15,111","2018-06-01",NA,"2018-06-18","48.93","55.46","12.81","2018-06-18","122.9","",NA,"2018-06-29","65.23","2018-06-18","3.76","2018-06-18","0.74","",NA
"261","2018-06-01",NA,"2018-06-01",NA,"2018-06-01","","2018-06-01","2,240","6,955","2,441","3,092","20,663","15,111","2018-06-01",NA,"2018-06-25","50.01","55.48","12.82","2018-06-25","121.65","",NA,"",NA,"2018-06-25","3.84","2018-06-25","0.74","",NA
"262","2018-06-01",NA,"2018-06-01",NA,"2018-06-01","","2018-06-01","2,240","6,955","2,441","3,092","20,663","15,111","2018-06-01",NA,"2018-06-29","50.01","55.48","12.82","2018-07-02","123.41","",NA,"",NA,"2018-07-02","3.91","2018-07-02","0.74","",NA
"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
