"","날짜","철광석_가격","미국_수입량","알루미늄","전기동","연","아연","주석","니켈","BHP_close","RIO_close","VALE_close","PDS.원자재.지수","USD.CNY..미국.달러...중국.인민폐.","USD.BRL..미국.달러...브라질.레알.","AUD.USD..호주.달러...미국.달러.","inventory.index"
"58","2016-02-01","44.55","2064981","1536","4595","1772","1711","15654","8310","22.58","26.21","2.61","74.03","6.57","3.93","0.71","96.57"
"59","2016-02-08","45.73","2064981","1536","4595","1772","1711","15654","8310","22.72","26.52","2.63","72.76","6.56","3.94","0.71",NA
"60","2016-02-15","47.01","2064981","1536","4595","1772","1711","15654","8310","23.98","27.37","2.94","72.91","6.52","4.02","0.71","98.13"
"61","2016-02-22","50.56","2064981","1536","4595","1772","1711","15654","8310","22.56","25.52","2.71","73.34","6.52","3.96","0.72","98.19"
"62","2016-02-29","51.7","2064981","1536","4595","1772","1711","15654","8310","27.68","30.32","4.38","75.71","6.54","3.88","0.73","97.86"
"63","2016-03-07","60.08","2359372","1531","4948","1808","1805","16996","8704","27.22","29.11","3.83","79.18","6.51","3.69","0.75","96.95"
"64","2016-03-14","55.12","2359372","1531","4948","1808","1805","16996","8704","27.42","29.13","4.17","80.97","6.49","3.68","0.76","97.5"
"65","2016-03-21","57.86","2359372","1531","4948","1808","1805","16996","8704","25.64","27.71","4.04","82.4","6.5","3.65","0.76","96.31"
"66","2016-03-28","54.72","2359372","1531","4948","1808","1805","16996","8704","25.65","28.17","4.32","81.87","6.48","3.61","0.76","99.43"
"67","2016-04-04","54.57","2253069","1564","4851","1729","1852","17068","8704","24.77","27.99","4.48","81.92","6.47","3.65","0.76","100.72"
"68","2016-04-11","58.8","2253069","1564","4851","1729","1852","17068","8704","28.91","31.67","5.29","83.92","6.47","3.5","0.77","99.14"
"69","2016-04-18","64.95","2253069","1564","4851","1729","1852","17068","8704","31.82","33.56","5.42","85.52","6.48","3.55","0.78","99.39"
"70","2016-04-25","63.82","2253069","1564","4851","1729","1852","17068","8704","31.34","33.66","5.67","87.73","6.49","3.51","0.77","100.08"
"71","2016-05-02","60.51","2609392","1556","4708","1714","1871","16746","8689","27.93","30.9","4.78","88.81","6.49","3.53","0.75","100.67"
"72","2016-05-09","55.08","2609392","1556","4708","1714","1871","16746","8689","26.6","28.29","4.13","87.56","6.51","3.49","0.73","99.37"
"73","2016-05-16","55.05","2609392","1556","4708","1714","1871","16746","8689","26.84","28.31","3.98","89.4","6.53","3.54","0.73","101.78"
"74","2016-05-23","50.72","2609392","1556","4708","1714","1871","16746","8689","27.5","28.73","3.98","89.62","6.56","3.58","0.72","101.86"
"75","2016-05-30","49.42","2609392","1556","4708","1714","1871","16746","8689","27.81","28.34","4.61","89.73","6.58","3.58","0.73","100.17"
"76","2016-06-06","52.27","2559982","1592","4631","1714","2023","16985","8915","26.73","27.94","4.41","91.29","6.57","3.42","0.74","100.7"
"77","2016-06-13","51.18","2559982","1592","4631","1714","2023","16985","8915","27.71","29.19","4.46","90.98","6.59","3.46","0.74","100.57"
"78","2016-06-20","51.34","2559982","1592","4631","1714","2023","16985","8915","27.23","28.76","4.55","90.36","6.59","3.38","0.75","102.68"
"79","2016-06-27","54.28","2559982","1592","4631","1714","2023","16985","8915","28.62","31.57","5.16","90.74","6.65","3.28","0.74","104.61"
"80","2016-07-04","55.66","2962913","1630","4856","1835","2185","17833","10252","29.34","31.59","4.95","91.02","6.68","3.32","0.75","106.57"
"81","2016-07-11","58.22","2962913","1630","4856","1835","2185","17833","10252","30.5","32.86","5.36","89.42","6.69","3.27","0.76","108.4"
"82","2016-07-18","56.33","2962913","1630","4856","1835","2185","17833","10252","28.55","31.35","5.31","89.03","6.69","3.26","0.75","108.84"
"83","2016-07-25","58.73","2962913","1630","4856","1835","2185","17833","10252","29.69","32.82","5.75","87.15","6.66","3.27","0.75","108.64"
"84","2016-08-01","61.22","2771997","1642","4758","1839","2283","18413","10354","31.02","32.74","6.02","85.56","6.64","3.23","0.76","108.21"
"85","2016-08-08","60.47","2771997","1642","4758","1839","2283","18413","10354","30.97","31.08","5.64","86.82","6.64","3.16","0.77","107.54"
"86","2016-08-15","60.96","2771997","1642","4758","1839","2283","18413","10354","31.94","32.06","5.97","88.98","6.63","3.21","0.77","106.41"
"87","2016-08-22","61.05","2771997","1642","4758","1839","2283","18413","10354","32.09","31.54","5.45","90.45","6.66","3.23","0.76","105.4"
"88","2016-08-29","59.13","2771997","1642","4758","1839","2283","18413","10354","30.62","31.13","5.6","89.52","6.68","3.24","0.75","104.24"
"89","2016-09-05","58.56","2517954","1590","4707","1942","2293","19571","10188","30.74","30.74","5.19","88.69","6.67","3.23","0.76","103.46"
"90","2016-09-12","56","2517954","1590","4707","1942","2293","19571","10188","29.97","29.9","5.03","89.85","6.68","3.3","0.75","104.01"
"91","2016-09-19","56.09","2517954","1590","4707","1942","2293","19571","10188","32.54","32.41","5.42","89.36","6.67","3.24","0.76","102.72"
"92","2016-09-26","56.48","2517954","1590","4707","1942","2293","19571","10188","34.65","33.4","5.5","90.39","6.67","3.24","0.77","106.48"
"93","2016-10-03","55.86","2461367","1664","4732","2040","2314","20182","10266","35.36","33.16","5.57","92.11","6.67","3.23","0.76","104.61"
"94","2016-10-10","57.09","2461367","1664","4732","2040","2314","20182","10266","33.99","31.77","5.58","94.47","6.72","3.2","0.76","105.68"
"95","2016-10-17","58.55","2461367","1664","4732","2040","2314","20182","10266","34.96","32.87","6.26","94.38","6.74","3.17","0.77","106.86"
"96","2016-10-24","62.26","2461367","1664","4732","2040","2314","20182","10266","34.87","34.53","6.9","93.84","6.78","3.15","0.76","108.29"
"97","2016-10-31","65.1","2461367","1664","4732","2040","2314","20182","10266","33.98","33.93","6.67","93.12","6.76","3.24","0.77","111.19"
"98","2016-11-07","72.13","2545348","1735","5443","2179","2569","21225","11143","37.5","39.08","7.69","91.97","6.79","3.28","0.77","109.09"
"99","2016-11-14","73.84","2545348","1735","5443","2179","2569","21225","11143","35.48","36.55","7.24","93.3","6.85","3.43","0.75","111.35"
"100","2016-11-21","75.53","2545348","1735","5443","2179","2569","21225","11143","38.74","39.35","8.42","94.49","6.91","3.4","0.74","110.73"
"101","2016-11-28","77.27","2545348","1735","5443","2179","2569","21225","11143","38.02","39.02","8.44","96.25","6.89","3.46","0.74","112.12"
"102","2016-12-05","80.81","2447814","1731","5666","2231","2672","21296","11013","38.48","41.15","8.78","100.36","6.89","3.39","0.75","112.43"
"103","2016-12-12","81.83","2447814","1731","5666","2231","2672","21296","11013","36.4","38.76","8.17","101.39","6.92","3.36","0.74","112.99"
"104","2016-12-19","78.86","2447814","1731","5666","2231","2672","21296","11013","35.41","38.12","7.71","101.33","6.95","3.32","0.72","111.65"
"105","2016-12-26","79.85","2447814","1731","5666","2231","2672","21296","11013","35.78","38.46","7.62","102.72","6.95","3.27","0.72","114.39"
"106","2017-01-02","77.59","2553033","1791","5737","2237","2713","20750","9984","36.96","38.39","7.99","103.02","6.93","3.24","0.73","117.32"
"107","2017-01-09","79.82","2553033","1791","5737","2237","2713","20750","9984","39.84","42.04","9.58","104.21","6.92","3.2","0.74","118.99"
"108","2017-01-16","81.73","2553033","1791","5737","2237","2713","20750","9984","39.93","42.93","10.03","105.26","6.87","3.21","0.75","119.51"
"109","2017-01-23","82.6","2553033","1791","5737","2237","2713","20750","9984","41.24","45.35","10.67","105.98","6.87","3.16","0.76",NA
"110","2017-01-30","83.05","2553033","1791","5737","2237","2713","20750","9984","39.39","42.67","9.73","106.86","6.88","3.13","0.76",NA
"111","2017-02-06","83.58","2469257","1857","5942","2322","2848","19492","10620","40.09","45.41","10.46","107.25","6.87","3.12","0.76","128.2"
"112","2017-02-13","91.08","2469257","1857","5942","2322","2848","19492","10620","40.28","45.5","10.97","106.95","6.87","3.09","0.77","129.31"
"113","2017-02-20","92.67","2469257","1857","5942","2322","2848","19492","10620","37.97","41.69","10.52","106.01","6.87","3.08","0.77","130.81"
"114","2017-02-27","91.71","2469257","1857","5942","2322","2848","19492","10620","39.06","41.79","10.18","105.54","6.88","3.11","0.76","131.66"
"115","2017-03-06","88.05","3101653","1902","5822","2277","2782","19832","10230","35.64","39.39","9.47","104.2","6.91","3.15","0.75","131.29"
"116","2017-03-13","90.46","3101653","1902","5822","2277","2782","19832","10230","38.18","43.03","10.13","100.99","6.91","3.13","0.76","131.82"
"117","2017-03-20","87.1","3101653","1902","5822","2277","2782","19832","10230","36.51","40.84","9.3","101.11","6.89","3.1","0.77","133.63"
"118","2017-03-27","81.6","3101653","1902","5822","2277","2782","19832","10230","36.32","40.68","9.5","100.4","6.88","3.13","0.76","134.56"
"119","2017-04-03","79.34","3039965","1931","5698","2231","2633","19991","9669","36.97","40.61","9.23","102.06","6.89","3.12","0.76","133.74"
"120","2017-04-10","71.45","3039965","1931","5698","2231","2633","19991","9669","36.09","38.94","8.72","103.22","6.89","3.14","0.75","132.36"
"121","2017-04-17","65.53","3039965","1931","5698","2231","2633","19991","9669","35.76","39.53","8.87","102.29","6.88","3.13","0.75","131.35"
"122","2017-04-24","66.89","3039965","1931","5698","2231","2633","19991","9669","35.6","39.82","8.58","99.66","6.89","3.16","0.75","133.33"
"123","2017-05-01","66.08","3144916","1914","5592","2132","2590","20231","9154","34.49","38.9","8.17","98.4","6.9","3.17","0.75","136.06"
"124","2017-05-08","60.67","3144916","1914","5592","2132","2590","20231","9154","35.2","38.69","8.26","96.12","6.9","3.16","0.74","137.93"
"125","2017-05-15","61.69","3144916","1914","5592","2132","2590","20231","9154","36.71","41.38","8.42","96.97","6.89","3.19","0.74","139.42"
"126","2017-05-22","60.77","3144916","1914","5592","2132","2590","20231","9154","35.84","40.98","8.53","98.67","6.88","3.27","0.75","140.27"
"127","2017-05-29","57.56","3144916","1914","5592","2132","2590","20231","9154","35.47","40.8","8.21","96.7","6.83","3.25","0.74","140.14"
"128","2017-06-05","55.63","3559005","1887","5699","2131","2572","19702","8931","35.39","41.73","8.31","94.87","6.8","3.28","0.75","144.11"
"129","2017-06-12","54.73","3559005","1887","5699","2131","2572","19702","8931","34.7","39.3","7.88","93.95","6.8","3.3","0.76","142.36"
"130","2017-06-19","56.57","3559005","1887","5699","2131","2572","19702","8931","34.16","39.17","8.17","92.96","6.83","3.33","0.76","145.39"
"131","2017-06-26","62.25","3559005","1887","5699","2131","2572","19702","8931","35.59","42.31","8.75","93.04","6.8","3.3","0.76","144.13"
"132","2017-07-03","63.11","3159315","1904","5979","2266","2785","20273","9482","37.22","43.5","8.77","95","6.8","3.3","0.76","142.29"
"133","2017-07-10","65.03","3159315","1904","5979","2266","2785","20273","9482","39.4","45.17","9.25","94.34","6.79","3.22","0.77","142.87"
"134","2017-07-17","68.22","3159315","1904","5979","2266","2785","20273","9482","38.79","44.14","9.02","95.92","6.76","3.15","0.79","143.2"
"135","2017-07-24","69.34","3159315","1904","5979","2266","2785","20273","9482","41.14","46.61","9.67","97.32","6.75","3.15","0.8","142.31"
"136","2017-07-31","73.42","3159315","1904","5979","2266","2785","20273","9482","41.21","46.83","9.97","99.13","6.72","3.12","0.8","140.37"
"137","2017-08-07","75.88","3061225","2030","6478","2357","2982","20570","10853","40.35","44.61","9.69","100.25","6.68","3.16","0.79","138.34"
"138","2017-08-14","74.94","3061225","2030","6478","2357","2982","20570","10853","40.4","44.64","10.03","100.27","6.68","3.17","0.79","136.35"
"139","2017-08-21","78.59","3061225","2030","6478","2357","2982","20570","10853","42.56","47.69","10.68","101.63","6.66","3.16","0.79","134.73"
"140","2017-08-28","77.13","3061225","2030","6478","2357","2982","20570","10853","44.16","49.53","11.3","102.72","6.59","3.16","0.79","134.19"
"141","2017-09-04","76.61","2799753","2100","6583","2377","3120","20855","11234","42.99","48.27","11.11","104.58","6.51","3.11","0.8","133.9"
"142","2017-09-11","74.71","2799753","2100","6583","2377","3120","20855","11234","41.82","47.63","10.85","106.46","6.54","3.12","0.8","132.61"
"143","2017-09-18","67.98","2799753","2100","6583","2377","3120","20855","11234","41.68","47.82","10.16","106.73","6.58","3.13","0.8","131.74"
"144","2017-09-25","63.42","2799753","2100","6583","2377","3120","20855","11234","40.53","47.19","10.07","107.84","6.64","3.17","0.79","133.57"
"145","2017-10-02","61.97","2856041","2130","6797","2506","3274","20469","11325","41.34","49.08","10.13","107.24","6.65","3.15","0.78",NA
"146","2017-10-09","61.19","2856041","2130","6797","2506","3274","20469","11325","42.2","50.01","10.45","106.94","6.59","3.17","0.78","131.47"
"147","2017-10-16","62.25","2856041","2130","6797","2506","3274","20469","11325","41.27","48.37","10.28","107.77","6.61","3.17","0.78","131.78"
"148","2017-10-23","61.64","2856041","2130","6797","2506","3274","20469","11325","40.66","47.45","10.01","108.14","6.64","3.25","0.77","135.94"
"149","2017-10-30","59.26","2856041","2130","6797","2506","3274","20469","11325","42.15","49.24","10.09","109.59","6.63","3.28","0.77","137.42"
"150","2017-11-06","62.64","2505479","2101","6826","2464","3236","19575","11993","42.78","49.51","10.07","111.69","6.64","3.26","0.77","138.42"
"151","2017-11-13","62.28","2505479","2101","6826","2464","3236","19575","11993","41.38","47.59","10.11","111.87","6.63","3.29","0.76","138.15"
"152","2017-11-20","65.35","2505479","2101","6826","2464","3236","19575","11993","42.71","49.43","10.98","110.92","6.61","3.24","0.76","139.85"
"153","2017-11-27","68.24","2505479","2101","6826","2464","3236","19575","11993","41.96","48.3","10.9","112.09","6.61","3.24","0.76","141.36"
"154","2017-12-04","69.77","2222866","2071","6801","2509","3192","19440","11409","41.06","47.17","10.78","110.98","6.62","3.26","0.76","142.18"
"155","2017-12-11","70.47","2222866","2071","6801","2509","3192","19440","11409","43.08","49.12","11.17","111.36","6.62","3.31","0.76","143.39"
"156","2017-12-18","74.02","2222866","2071","6801","2509","3192","19440","11409","45","51.09","11.92","112.61","6.59","3.31","0.77","145.37"
"157","2017-12-25","73.77","2222866","2071","6801","2509","3192","19440","11409","45.99","52.93","12.23","114.3","6.54","3.32","0.78","146.55"
"158","2018-01-01","75.49","2611857","2215","7080","2590","3447","20711","12880","48.14","54.54","13.09","116.09","6.5","3.25","0.78","149.23"
"159","2018-01-08","78.33","2611857","2215","7080","2590","3447","20711","12880","50.69","57.67","13.53","117.45","6.5","3.23","0.79","151.97"
"160","2018-01-15","75.69","2611857","2215","7080","2590","3447","20711","12880","49.65","56.05","13.36","118.63","6.43","3.21","0.8","153.61"
"161","2018-01-22","75.47","2611857","2215","7080","2590","3447","20711","12880","50","56.31","13.11","119.94","6.36","3.18","0.8","151.82"
"162","2018-01-29","73.5","2611857","2215","7080","2590","3447","20711","12880","47.83","54.33","12.54","120.29","6.31","3.18","0.8","151.43"
"163","2018-02-05","76.54","2247979","2185","7002","2581","3540","21694","13577","45.76","53.72","12.91","117.75","6.29","3.27","0.78","152.38"
"164","2018-02-12","77.61","2247979","2185","7002","2581","3540","21694","13577","48.69","57.82","14.12","113.67","6.34","3.25","0.79",NA
"165","2018-02-19","78.51","2247979","2185","7002","2581","3540","21694","13577","48.3","57.07","14.2","115.42","6.34","3.25","0.79",NA
"166","2018-02-26","79.13","2247979","2185","7002","2581","3540","21694","13577","45.43","51.48","13.39","116.03","6.33","3.25","0.78","159.56"
"167","2018-03-05","74.45","3023348","2077","6796","2397","3280","21214","13404","45.28","52.07","12.89","114.86","6.33","3.24","0.78","158.32"
"168","2018-03-12","70.66","3023348","2077","6796","2397","3280","21214","13404","45.42","52.58","12.8","114.15","6.32","3.27","0.78","159.73"
"169","2018-03-19","66.68","3023348","2077","6796","2397","3280","21214","13404","44","50.51","12.51","114.81","6.33","3.3","0.77","161.35"
"170","2018-03-26","64.21","3023348","2077","6796","2397","3280","21214","13404","44.43","51.53","12.72","115.95","6.28","3.31","0.77","162.82"
"171","2018-04-02","64.05","3405565","2246","6839","2357","3191","21340","13935","43.64","50.55","12.66","115.63","6.3","3.34","0.77","161.16"
"172","2018-04-09","64.69","3405565","2246","6839","2357","3191","21340","13935","46.8","54.26","13.12","116.51","6.28","3.41","0.77","160.43"
"173","2018-04-16","65.97","3405565","2246","6839","2357","3191","21340","13935","47.7","56.6","14","119.17","6.28","3.4","0.77","159.83"
"174","2018-04-23","66.5","3405565","2246","6839","2357","3191","21340","13935","46.53","55.14","13.95","119.83","6.32","3.47","0.76","159.08"
"175","2018-04-30","66.43","3405565","2246","6839","2357","3191","21340","13935","48.27","55.62","14.08","120.3","6.35","3.52","0.75","160.16"
"176","2018-05-07","66.95","2657740","2291","6822","2364","3058","20900","14356","50.41","57.39","14.61","121.7","6.36","3.57","0.75","158.76"
"177","2018-05-14","67.93","2657740","2291","6822","2364","3058","20900","14356","50.81","58.41","14.58","124.83","6.37","3.68","0.75","157.56"
"178","2018-05-21","64.66","2657740","2291","6822","2364","3058","20900","14356","49.02","56.98","14.03","126.18","6.38","3.65","0.76","158.89"
"179","2018-05-28","65.29","2657740","2291","6822","2364","3058","20900","14356","50.24","57.54","14.03","124.83","6.41","3.73","0.76","160.4"
"180","2018-06-04","66.3",NA,"2240","6955","2441","3092","20663","15111","51.67","59.22","13.75","124.39","6.4","3.8","0.76","159.15"
"181","2018-06-11","67.37",NA,"2240","6955","2441","3092","20663","15111","48.7","56.79","13.17","124.41","6.41","3.74","0.75","157.23"
"182","2018-06-18","66.13",NA,"2240","6955","2441","3092","20663","15111","48.93","55.46","12.81","122.9","6.48","3.76","0.74","154.9"
"183","2018-06-25","65.23",NA,"2240","6955","2441","3092","20663","15111","50.01","55.48","12.82","121.65","6.59","3.84","0.74","155.79"
"184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
